close,high,low,open,symbol,timestamp,tradingDay,volume
11.2483,11.27,11.2468,11.27,USO,2018-12-03T09:30:00-05:00,2018-12-03,360912
11.23,11.25,11.22,11.2401,USO,2018-12-03T09:31:00-05:00,2018-12-03,93862
11.26,11.27,11.23,11.23,USO,2018-12-03T09:32:00-05:00,2018-12-03,237862
11.245,11.27,11.24,11.2603,USO,2018-12-03T09:33:00-05:00,2018-12-03,473203
11.236,11.2501,11.23,11.25,USO,2018-12-03T09:34:00-05:00,2018-12-03,176825
11.23,11.24,11.23,11.23,USO,2018-12-03T09:35:00-05:00,2018-12-03,46476
11.2187,11.24,11.2,11.23,USO,2018-12-03T09:36:00-05:00,2018-12-03,258712
11.2,11.22,11.19,11.21,USO,2018-12-03T09:37:00-05:00,2018-12-03,322400
11.2001,11.21,11.19,11.196,USO,2018-12-03T09:38:00-05:00,2018-12-03,93860
11.2003,11.21,11.1921,11.2,USO,2018-12-03T09:39:00-05:00,2018-12-03,34772
11.195,11.21,11.19,11.2,USO,2018-12-03T09:40:00-05:00,2018-12-03,97273
11.21,11.21,11.19,11.2,USO,2018-12-03T09:41:00-05:00,2018-12-03,32009
11.23,11.25,11.2014,11.2014,USO,2018-12-03T09:42:00-05:00,2018-12-03,89876
11.23,11.24,11.23,11.23,USO,2018-12-03T09:43:00-05:00,2018-12-03,73717
11.22,11.2399,11.22,11.2327,USO,2018-12-03T09:44:00-05:00,2018-12-03,135967
11.24,11.24,11.2236,11.23,USO,2018-12-03T09:45:00-05:00,2018-12-03,114692
11.22,11.235,11.21,11.23,USO,2018-12-03T09:46:00-05:00,2018-12-03,47203
11.2281,11.24,11.22,11.22,USO,2018-12-03T09:47:00-05:00,2018-12-03,166249
11.2146,11.23,11.2146,11.2231,USO,2018-12-03T09:48:00-05:00,2018-12-03,27192
11.23,11.24,11.2161,11.2161,USO,2018-12-03T09:49:00-05:00,2018-12-03,98275
11.2201,11.24,11.22,11.2314,USO,2018-12-03T09:50:00-05:00,2018-12-03,129123
11.21,11.22,11.2,11.22,USO,2018-12-03T09:51:00-05:00,2018-12-03,145480
11.1901,11.215,11.19,11.2027,USO,2018-12-03T09:52:00-05:00,2018-12-03,145330
11.2067,11.215,11.19,11.19,USO,2018-12-03T09:53:00-05:00,2018-12-03,171757
11.2001,11.2187,11.1916,11.21,USO,2018-12-03T09:54:00-05:00,2018-12-03,72869
11.2,11.2166,11.2,11.2,USO,2018-12-03T09:55:00-05:00,2018-12-03,135641
11.22,11.225,11.2,11.2,USO,2018-12-03T09:56:00-05:00,2018-12-03,136440
11.2089,11.2199,11.2039,11.21,USO,2018-12-03T09:57:00-05:00,2018-12-03,24258
11.21,11.215,11.2,11.205,USO,2018-12-03T09:58:00-05:00,2018-12-03,53040
11.2037,11.21,11.2,11.21,USO,2018-12-03T09:59:00-05:00,2018-12-03,37229
11.1434,11.21,11.14,11.2033,USO,2018-12-03T10:00:00-05:00,2018-12-03,137619
11.16,11.17,11.14,11.14,USO,2018-12-03T10:01:00-05:00,2018-12-03,51576
11.17,11.185,11.17,11.18,USO,2018-12-03T10:02:00-05:00,2018-12-03,96031
11.19,11.2,11.1641,11.17,USO,2018-12-03T10:03:00-05:00,2018-12-03,60251
11.17,11.19,11.17,11.19,USO,2018-12-03T10:04:00-05:00,2018-12-03,59642
11.18,11.185,11.16,11.17,USO,2018-12-03T10:05:00-05:00,2018-12-03,28598
11.18,11.19,11.18,11.18,USO,2018-12-03T10:06:00-05:00,2018-12-03,38949
11.18,11.1849,11.165,11.18,USO,2018-12-03T10:07:00-05:00,2018-12-03,337875
11.15,11.175,11.14,11.175,USO,2018-12-03T10:08:00-05:00,2018-12-03,184111
11.165,11.17,11.15,11.15,USO,2018-12-03T10:09:00-05:00,2018-12-03,35400
11.15,11.161,11.15,11.161,USO,2018-12-03T10:10:00-05:00,2018-12-03,57562
11.151,11.16,11.14,11.14,USO,2018-12-03T10:11:00-05:00,2018-12-03,37714
11.16,11.16,11.15,11.155,USO,2018-12-03T10:12:00-05:00,2018-12-03,26491
11.16,11.17,11.15,11.1636,USO,2018-12-03T10:13:00-05:00,2018-12-03,27095
11.1455,11.1583,11.1435,11.1501,USO,2018-12-03T10:14:00-05:00,2018-12-03,22875
11.155,11.16,11.15,11.15,USO,2018-12-03T10:15:00-05:00,2018-12-03,26653
11.175,11.175,11.15,11.16,USO,2018-12-03T10:16:00-05:00,2018-12-03,143811
11.175,11.18,11.17,11.17,USO,2018-12-03T10:17:00-05:00,2018-12-03,71032
11.18,11.18,11.17,11.1757,USO,2018-12-03T10:18:00-05:00,2018-12-03,12733
11.17,11.18,11.17,11.1727,USO,2018-12-03T10:19:00-05:00,2018-12-03,2020
11.17,11.1788,11.16,11.1788,USO,2018-12-03T10:20:00-05:00,2018-12-03,78604
11.1785,11.18,11.16,11.165,USO,2018-12-03T10:21:00-05:00,2018-12-03,86260
11.195,11.2,11.1727,11.1727,USO,2018-12-03T10:22:00-05:00,2018-12-03,111914
11.1985,11.1999,11.19,11.1985,USO,2018-12-03T10:23:00-05:00,2018-12-03,52866
11.19,11.195,11.19,11.1901,USO,2018-12-03T10:24:00-05:00,2018-12-03,6732
11.2097,11.21,11.19,11.19,USO,2018-12-03T10:25:00-05:00,2018-12-03,215331
11.2,11.21,11.195,11.2099,USO,2018-12-03T10:26:00-05:00,2018-12-03,197567
11.2,11.205,11.1915,11.2,USO,2018-12-03T10:27:00-05:00,2018-12-03,45201
11.2,11.2,11.19,11.2,USO,2018-12-03T10:28:00-05:00,2018-12-03,98380
11.1851,11.19,11.18,11.19,USO,2018-12-03T10:29:00-05:00,2018-12-03,10219
11.19,11.2087,11.19,11.19,USO,2018-12-03T10:30:00-05:00,2018-12-03,122132
11.1808,11.1901,11.18,11.1901,USO,2018-12-03T10:31:00-05:00,2018-12-03,28838
11.165,11.19,11.16,11.19,USO,2018-12-03T10:32:00-05:00,2018-12-03,34277
11.18,11.18,11.16,11.17,USO,2018-12-03T10:33:00-05:00,2018-12-03,30337
11.18,11.18,11.17,11.17,USO,2018-12-03T10:34:00-05:00,2018-12-03,22986
11.18,11.18,11.17,11.18,USO,2018-12-03T10:35:00-05:00,2018-12-03,25555
11.17,11.18,11.1681,11.17,USO,2018-12-03T10:36:00-05:00,2018-12-03,30118
11.17,11.175,11.16,11.17,USO,2018-12-03T10:37:00-05:00,2018-12-03,63290
11.1522,11.17,11.15,11.1647,USO,2018-12-03T10:38:00-05:00,2018-12-03,17684
11.16,11.17,11.15,11.155,USO,2018-12-03T10:39:00-05:00,2018-12-03,252190
11.14,11.165,11.13,11.165,USO,2018-12-03T10:40:00-05:00,2018-12-03,268144
11.14,11.145,11.13,11.1309,USO,2018-12-03T10:41:00-05:00,2018-12-03,200594
11.1393,11.14,11.13,11.14,USO,2018-12-03T10:42:00-05:00,2018-12-03,41239
11.14,11.14,11.13,11.14,USO,2018-12-03T10:43:00-05:00,2018-12-03,19800
11.13,11.14,11.13,11.14,USO,2018-12-03T10:44:00-05:00,2018-12-03,12395
11.15,11.15,11.1202,11.1203,USO,2018-12-03T10:45:00-05:00,2018-12-03,28118
11.14,11.15,11.1316,11.15,USO,2018-12-03T10:46:00-05:00,2018-12-03,99187
11.13,11.15,11.13,11.145,USO,2018-12-03T10:47:00-05:00,2018-12-03,30015
11.14,11.14,11.13,11.13,USO,2018-12-03T10:48:00-05:00,2018-12-03,6704
11.145,11.145,11.13,11.135,USO,2018-12-03T10:49:00-05:00,2018-12-03,13103
11.155,11.155,11.14,11.14,USO,2018-12-03T10:50:00-05:00,2018-12-03,44600
11.15,11.16,11.15,11.155,USO,2018-12-03T10:51:00-05:00,2018-12-03,35700
