high,low,open,close,volume,adj_close,debt,year,month,day
112.19000244140625,110.7300033569336,111.73999786376953,111.2300033569336,38072300.0,81.96161651611328,67,2004,1,2
112.5199966430664,111.58999633789062,111.69000244140625,112.44000244140625,27959800.0,82.85324096679688,49,2004,1,5
112.7300033569336,112.0,112.16000366210938,112.55000305175781,20472800.0,82.93428802490234,64,2004,1,6
113.05999755859375,111.88999938964844,112.38999938964844,112.93000030517578,30170400.0,83.21430206298828,46,2004,1,7
113.41000366210938,112.7699966430664,113.25,113.37999725341797,36438400.0,83.54586029052734,69,2004,1,8
113.5,112.2699966430664,112.83000183105469,112.38999938964844,54084300.0,82.81639862060547,63,2004,1,9
113.25,112.36000061035156,112.55000305175781,113.22000122070312,31564100.0,83.42802429199219,67,2004,1,12
113.2300033569336,111.76000213623047,113.08999633789062,112.55999755859375,54239700.0,82.94166564941406,63,2004,1,13
113.66000366210938,112.66999816894531,112.76000213623047,113.5,30112800.0,83.63433074951172,56,2004,1,14
114.05999755859375,112.58000183105469,113.56999969482422,113.77999877929688,38408700.0,83.84066772460938,78,2004,1,15
114.30999755859375,113.62999725341797,114.04000091552734,114.2300033569336,31922700.0,84.17223358154297,61,2004,1,16
114.6500015258789,113.81999969482422,114.52999877929688,114.19999694824219,29863000.0,84.15011596679688,63,2004,1,20
115.30000305175781,113.72000122070312,114.12999725341797,115.0999984741211,30725000.0,84.81329345703125,100,2004,1,21
115.37999725341797,114.58000183105469,115.13999938964844,114.80000305175781,29888500.0,84.59223175048828,67,2004,1,22
115.37000274658203,113.94999694824219,115.0,114.43000030517578,44245300.0,84.31961822509766,52,2004,1,23
115.93000030517578,114.37999725341797,114.38999938964844,115.87000274658203,30460600.0,85.38069152832031,67,2004,1,26
116.5,114.6500015258789,115.75,114.68000030517578,35322800.0,84.50385284423828,80,2004,1,27
115.27999877929688,112.94000244140625,114.9800033569336,113.37000274658203,52621300.0,83.53853607177734,66,2004,1,28
113.8499984741211,112.55999755859375,113.55999755859375,113.4800033569336,60117100.0,83.61959838867188,87,2004,1,29
113.72000122070312,113.08999633789062,113.5199966430664,113.4800033569336,30984400.0,83.61959838867188,58,2004,1,30
114.68000030517578,113.12000274658203,113.69999694824219,113.97000122070312,38832400.0,83.98065185546875,66,2004,2,2
114.13999938964844,113.44000244140625,113.73999786376953,113.77999877929688,25093500.0,83.84066772460938,84,2004,2,3
113.7300033569336,112.79000091552734,113.19000244140625,112.8499984741211,39332600.0,83.1553726196289,76,2004,2,4
113.54000091552734,112.77999877929688,113.16999816894531,113.18000030517578,37226800.0,83.39852142333984,66,2004,2,5
114.69999694824219,113.19999694824219,113.41999816894531,114.44999694824219,37216000.0,84.3343276977539,73,2004,2,6
114.87000274658203,114.29000091552734,114.66999816894531,114.4800033569336,24851300.0,84.3564224243164,72,2004,2,9
115.13999938964844,114.26000213623047,114.27999877929688,114.8499984741211,27908100.0,84.62909698486328,87,2004,2,10
116.38999938964844,114.16999816894531,114.8499984741211,116.06999969482422,42965700.0,85.52806091308594,70,2004,2,11
116.2699966430664,115.58000183105469,115.97000122070312,115.6500015258789,27814700.0,85.21858978271484,85,2004,2,12
116.19999694824219,114.75,115.81999969482422,115.12999725341797,44739900.0,84.8354263305664,51,2004,2,13
116.43000030517578,115.7699966430664,115.8499984741211,116.16999816894531,23984300.0,85.60175323486328,85,2004,2,17
116.5999984741211,115.3499984741211,116.19999694824219,115.66000366210938,28618000.0,85.22592163085938,72,2004,2,18
116.38999938964844,115.05999755859375,116.33000183105469,115.2300033569336,51146200.0,84.90908813476562,92,2004,2,19
115.55999755859375,114.31999969482422,115.4800033569336,114.87999725341797,46728800.0,84.65119934082031,66,2004,2,20
115.26000213623047,114.16999816894531,115.22000122070312,114.58999633789062,36357000.0,84.43753051757812,72,2004,2,23
114.98999786376953,113.02999877929688,114.2699966430664,114.38999938964844,43953000.0,84.2901382446289,91,2004,2,24
115.05999755859375,114.31999969482422,114.45999908447266,114.87000274658203,31213600.0,84.64380645751953,65,2004,2,25
115.29000091552734,114.33999633789062,114.61000061035156,114.94000244140625,29683000.0,84.69540405273438,83,2004,2,26
115.73999786376953,114.62999725341797,115.19000244140625,115.0199966430664,39312000.0,84.75435638427734,50,2004,2,27
116.33999633789062,115.25,115.43000030517578,116.16000366210938,33130800.0,85.59440612792969,65,2004,3,1
116.97000122070312,115.2300033569336,115.94000244140625,115.4800033569336,38556400.0,85.09333801269531,62,2004,3,2
115.87000274658203,114.91999816894531,115.25,115.69000244140625,31346200.0,85.24803924560547,29,2004,3,3
116.0999984741211,115.5199966430664,115.72000122070312,115.98999786376953,21060000.0,85.46912384033203,57,2004,3,4
116.94999694824219,115.27999877929688,115.41999816894531,116.37999725341797,55905600.0,85.75650787353516,48,2004,3,5
116.62000274658203,114.91000366210938,116.33999633789062,114.95999908447266,39281600.0,84.71015167236328,0,2004,3,8
115.20999908447266,114.23999786376953,115.0999984741211,114.5,39746100.0,84.3712158203125,0,2004,3,9
114.7699966430664,112.55999755859375,114.72000122070312,112.58000183105469,67671800.0,82.95636749267578,55,2004,3,10
113.2699966430664,111.0999984741211,112.4000015258789,111.12000274658203,89134800.0,81.8805923461914,75,2004,3,11
112.70999908447266,111.58000183105469,111.7300033569336,112.58000183105469,54012200.0,82.95636749267578,54,2004,3,12
112.3499984741211,110.9000015258789,112.2699966430664,111.19999694824219,57677200.0,81.93954467773438,56,2004,3,15
112.05999755859375,110.83999633789062,111.77999877929688,111.79000091552734,59832600.0,82.37428283691406,60,2004,3,16
113.26000213623047,112.0999984741211,112.18000030517578,113.04000091552734,41607300.0,83.29534912109375,55,2004,3,17
113.2699966430664,111.93000030517578,112.69999694824219,113.06999969482422,60014300.0,83.31747436523438,51,2004,3,18
112.56999969482422,111.04000091552734,112.41000366210938,111.05999755859375,48636200.0,82.12325286865234,48,2004,3,19
110.56999969482422,109.0999984741211,110.54000091552734,109.6500015258789,62752100.0,81.08061981201172,90,2004,3,22
110.4000015258789,109.36000061035156,110.25,109.45999908447266,54080200.0,80.94013977050781,0,2004,3,23
110.13999938964844,108.8499984741211,109.58000183105469,109.55000305175781,51584300.0,81.00670623779297,55,2004,3,24
111.30000305175781,109.79000091552734,110.08000183105469,111.0,49873600.0,82.07891082763672,80,2004,3,25
111.79000091552734,110.80000305175781,110.95999908447266,111.02999877929688,37409500.0,82.10108184814453,47,2004,3,26
112.73999786376953,111.58000183105469,111.62999725341797,112.58999633789062,44113600.0,83.25460815429688,75,2004,3,29
113.06999969482422,112.22000122070312,112.30000305175781,112.97000122070312,39059900.0,83.53561401367188,71,2004,3,30
113.4000015258789,112.37999725341797,112.98999786376953,113.0999984741211,48517600.0,83.63174438476562,62,2004,3,31
113.87000274658203,113.05000305175781,113.06999969482422,113.77999877929688,45103800.0,84.13455963134766,73,2004,4,1
114.83999633789062,113.9000015258789,114.80999755859375,114.63999938964844,50987700.0,84.77047729492188,68,2004,4,2
115.37999725341797,114.44000244140625,114.45999908447266,115.2699966430664,30251800.0,85.23632049560547,65,2004,4,5
115.18000030517578,114.62000274658203,114.83000183105469,114.9000015258789,28420900.0,84.96277618408203,67,2004,4,6
114.9800033569336,114.11000061035156,114.94999694824219,114.62999725341797,45890500.0,84.7630844116211,72,2004,4,7
115.41000366210938,113.73999786376953,115.41000366210938,114.37000274658203,46929700.0,84.57084655761719,68,2004,4,8
115.08000183105469,114.56999969482422,114.58000183105469,114.81999969482422,23085200.0,84.90360260009766,0,2004,4,12
115.30000305175781,113.0199966430664,115.26000213623047,113.20999908447266,56210300.0,83.71306610107422,0,2004,4,13
113.63999938964844,112.55000305175781,112.61000061035156,113.38999938964844,62322300.0,83.84617614746094,75,2004,4,14
113.77999877929688,112.36000061035156,113.44999694824219,112.95999908447266,61602500.0,83.52820587158203,62,2004,4,15
114.05000305175781,112.9800033569336,113.37999725341797,113.83000183105469,47059200.0,84.17151641845703,70,2004,4,16
113.98999786376953,113.2699966430664,113.55000305175781,113.83000183105469,28277600.0,84.17151641845703,83,2004,4,19
114.31999969482422,111.77999877929688,114.08000183105469,111.91999816894531,53299400.0,82.75918579101562,85,2004,4,20
112.94999694824219,111.87000274658203,112.19999694824219,112.66999816894531,50177300.0,83.3137435913086,87,2004,4,21
114.66999816894531,112.44000244140625,112.4800033569336,114.25,62071500.0,84.48210144042969,79,2004,4,22
114.56999969482422,113.79000091552734,114.41999816894531,114.36000061035156,29395700.0,84.56343841552734,70,2004,4,23
114.94000244140625,113.5999984741211,114.5,114.19999694824219,35515200.0,84.44513702392578,80,2004,4,26
115.12000274658203,113.95999908447266,114.2300033569336,114.30000305175781,43485500.0,84.51910400390625,90,2004,4,27
114.01000213623047,112.5,113.88999938964844,112.81999969482422,50165800.0,83.4246826171875,72,2004,4,28
113.31999969482422,111.16000366210938,112.72000122070312,111.83000183105469,69687600.0,82.69263458251953,73,2004,4,29
112.37999725341797,110.9000015258789,112.16999816894531,110.95999908447266,48681400.0,82.04930877685547,69,2004,4,30
112.29000091552734,111.3499984741211,111.37000274658203,112.1500015258789,33758000.0,82.92922973632812,83,2004,5,3
113.26000213623047,111.66000366210938,112.25,112.05999755859375,51185100.0,82.86270904541016,100,2004,5,4
112.95999908447266,112.16000366210938,112.41000366210938,112.77999877929688,34405000.0,83.39512634277344,70,2004,5,5
112.58999633789062,111.0,112.0199966430664,111.80999755859375,54997000.0,82.6778564453125,74,2004,5,6
112.2300033569336,109.95999908447266,111.22000122070312,109.95999908447266,60950000.0,81.30986785888672,67,2004,5,7
109.75,108.36000061035156,109.44000244140625,108.83000183105469,75279400.0,80.47428131103516,77,2004,5,10
110.05000305175781,109.33000183105469,109.45999908447266,109.75,48300600.0,81.15457153320312,83,2004,5,11
110.54000091552734,108.05999755859375,109.56999969482422,110.44999694824219,90830500.0,81.67218780517578,61,2004,5,12
110.80999755859375,109.62999725341797,109.76000213623047,109.98999786376953,57393700.0,81.33203887939453,66,2004,5,13
110.73999786376953,109.2699966430664,109.94999694824219,110.04000091552734,54123100.0,81.36903381347656,73,2004,5,14
109.5,108.41000366210938,108.88999938964844,109.0999984741211,55020400.0,80.67391204833984,80,2004,5,17
109.94000244140625,109.33000183105469,109.48999786376953,109.6500015258789,30193100.0,81.08061981201172,58,2004,5,18
111.18000030517578,109.1500015258789,110.5,109.2699966430664,54804100.0,80.79964447021484,82,2004,5,19
109.87000274658203,109.04000091552734,109.44999694824219,109.62000274658203,38082900.0,81.05846405029297,72,2004,5,20
110.55000305175781,109.47000122070312,109.97000122070312,109.80999755859375,47480400.0,81.19892883300781,75,2004,5,21
110.76000213623047,109.68000030517578,110.52999877929688,110.2699966430664,40961500.0,81.53907775878906,71,2004,5,24
111.9800033569336,109.5999984741211,109.9000015258789,111.8499984741211,48668000.0,82.70742797851562,78,2004,5,25
112.29000091552734,111.51000213623047,111.66000366210938,112.23999786376953,35977000.0,82.99580383300781,66,2004,5,26
113.02999877929688,112.05999755859375,112.54000091552734,112.87000274658203,45306900.0,83.461669921875,54,2004,5,27
112.87999725341797,112.36000061035156,112.7300033569336,112.86000061035156,23367200.0,83.45428466796875,66,2004,5,28
112.86000061035156,111.87000274658203,112.45999908447266,112.70999908447266,41044700.0,83.3433609008789,87,2004,6,1
113.4800033569336,112.45999908447266,113.02999877929688,113.12999725341797,39774200.0,83.6539077758789,75,2004,6,2
113.19000244140625,112.06999969482422,112.80999755859375,112.08999633789062,38688300.0,82.88487243652344,65,2004,6,3
113.58000183105469,112.70999908447266,112.9800033569336,112.9800033569336,32739500.0,83.54300689697266,76,2004,6,4
114.80999755859375,113.41999816894531,113.43000030517578,114.69999694824219,31643800.0,84.81485748291016,76,2004,6,7
114.91999816894531,114.16999816894531,114.37000274658203,114.86000061035156,32846500.0,84.93315124511719,74,2004,6,8
